type_survey,date_elec,id_pollster,pollster,media,field_date_from,field_date_to,exit_poll,size,turnout,UCD,PSOE,PCE,AP,CIU,PA,EAJ-PNV,HB,ERC,EE,CDS,FN,PAD,PRD,MUC,IU,CG,PAR,AIC,UV,EA,PP,LV,ARM,PDP,CC,PAP,BNG,ICV,EH,UPYD,AMAIUR,CS,DIL-CDC,EH-BILDU,UP,PACMA,PODEMOS,COMPROMIS,VOX,JXCAT-JUNTS,NA-SUMA,PDECAT,CC-NC,PRC,MP,CUP,TE,EV
national,NA,pollster-53,METROSCOPIA,NA,2019-06-20,2019-06-20,FALSE,NA,NA,NA,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10.5,NA,NA,NA,14.6,NA,NA,NA,NA,NA,4.4,NA,NA,NA
national,NA,pollster-43,CELESTE-TEL,ONDA CERO,2019-06-14,2019-06-18,FALSE,1100,64.2,NA,25.3,NA,NA,NA,NA,1.4,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,2.4,NA,1.1,9.5,NA,NA,NA,15.5,2.2,0.4,NA,0.4,0.2,5.7,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-06-12,2019-06-18,FALSE,1332,NA,NA,25.9,NA,NA,NA,NA,1.7,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3,NA,1.2,9.6,NA,NA,NA,15.8,2.3,0.4,NA,0.5,0.3,4,1,0.1,NA
national,NA,pollster-19,CIS,NA,2019-06-02,2019-06-15,FALSE,3814,NA,NA,27.4,NA,NA,NA,NA,1.4,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,5.7,NA,1,12,NA,NA,NA,13,1.6,0.4,NA,0.2,0.1,4.1,0.8,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-06-05,2019-06-11,FALSE,1673,NA,NA,25.3,NA,NA,NA,NA,1.7,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.1,NA,1.2,10,NA,NA,NA,16.2,2.3,0.4,NA,0.5,0.3,3.9,0.9,0.1,NA
national,NA,pollster-60,GAD3,NIUS,2019-06-07,2019-06-10,FALSE,1026,65,NA,25.5,NA,NA,NA,NA,1.4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,2.9,NA,1.2,9.2,NA,NA,NA,12.4,2.6,0.4,NA,0.6,0.2,4.5,1.1,0.1,NA
national,NA,pollster-56,SIMPLE LÓGICA,NA,2019-06-01,2019-06-09,FALSE,1017,64.4,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,9.3,NA,NA,NA,17,NA,NA,NA,NA,NA,6,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-05-30,2019-06-04,FALSE,1462,NA,NA,25.4,NA,NA,NA,NA,1.7,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3,NA,1.1,10.4,NA,NA,NA,16.8,2.3,0.4,NA,0.5,0.3,3.5,0.9,0.1,NA
national,NA,pollster-88,DATA 10,OKDIARIO,2019-06-01,2019-06-03,FALSE,1000,NA,NA,25.5,NA,NA,NA,NA,1.6,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.7,NA,1.1,8.6,NA,NA,NA,15.8,2.4,0.4,NA,0.5,0.3,5.2,0.8,0.1,NA
national,NA,pollster-18,SIGMA DOS,EL MUNDO,2019-05-31,2019-06-01,FALSE,1000,NA,NA,25,NA,NA,NA,NA,1.7,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,10.2,NA,NA,NA,15.4,1.8,NA,NA,NA,NA,4.3,NA,NA,NA
national,NA,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-05-26,2019-05-29,FALSE,1100,NA,NA,25.4,NA,NA,NA,NA,1.7,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,3.1,NA,1.2,9.3,NA,NA,NA,16.9,2.6,0.4,NA,0.4,0.2,4,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-05-23,2019-05-28,FALSE,1272,NA,NA,25.4,NA,NA,NA,NA,1.7,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3,NA,1.1,10.7,NA,NA,NA,16.7,2.3,0.4,NA,0.5,0.3,3.5,0.9,0.1,NA
national,NA,pollster-25,DYM,HENNEO,2019-05-21,2019-05-24,FALSE,1008,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,9.3,NA,NA,NA,16,NA,NA,NA,NA,NA,5,NA,NA,NA
national,NA,pollster-58,NC REPORT,LA RAZÓN,2019-05-17,2019-05-22,FALSE,1000,64.2,NA,25.8,NA,NA,NA,NA,1.6,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,1.2,9.2,NA,NA,NA,14.9,2.3,0.4,NA,NA,NA,3.9,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-05-17,2019-05-22,FALSE,1582,NA,NA,25.2,NA,NA,NA,NA,1.7,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.9,NA,1.2,11,NA,NA,NA,16.4,2.4,0.4,NA,0.5,0.3,3.3,0.9,0.1,NA
national,NA,pollster-54,INVYMARK,LA SEXTA,2019-05-17,2019-05-21,FALSE,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,8.2,NA,NA,NA,18.4,NA,NA,NA,NA,NA,4.8,NA,NA,NA
national,NA,pollster-83,KEYDATA,PÚBLICO,2019-05-20,2019-05-20,FALSE,NA,68.9,NA,26.2,NA,NA,NA,NA,1.5,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3.5,NA,1.2,10.2,NA,NA,NA,16.4,2.2,2,NA,0.5,1,3.3,1,1,NA
national,NA,pollster-53,METROSCOPIA,NA,2019-05-20,2019-05-20,FALSE,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,11.3,NA,NA,NA,12.2,NA,NA,NA,NA,NA,6.7,NA,NA,NA
national,NA,pollster-60,GAD3,ABC,2019-05-12,2019-05-18,FALSE,1202,74,NA,25.4,NA,NA,NA,NA,1.8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,3.3,NA,1.2,8.3,NA,NA,NA,13.8,2.4,0.4,NA,0.4,0.2,4.1,1,0.1,NA
national,NA,pollster-18,SIGMA DOS,ANTENA 3,2019-05-17,2019-05-17,FALSE,NA,NA,NA,26,NA,NA,NA,NA,1.9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,10,NA,NA,NA,15.7,2,NA,NA,NA,NA,4,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-05-10,2019-05-15,FALSE,1930,NA,NA,26.4,NA,NA,NA,NA,1.7,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.9,NA,1.2,10.9,NA,NA,NA,15.8,2.4,0.4,NA,0.5,0.3,2.9,0.9,0.1,NA
national,NA,pollster-43,CELESTE-TEL,ONDA CERO,2019-05-10,2019-05-14,FALSE,1100,64.5,NA,26,NA,NA,NA,NA,1.3,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.5,NA,1.1,9.6,NA,NA,NA,16.2,2,0.4,NA,0.4,0.3,6,0.9,0.1,NA
national,NA,pollster-19,CIS,NA,2019-05-04,2019-05-13,FALSE,3814,NA,NA,27.9,NA,NA,NA,NA,1.1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,5.3,NA,1.1,10.4,NA,NA,NA,13.7,1.6,0.4,NA,0.3,0.2,3.8,0.6,0.1,NA
national,NA,pollster-56,SIMPLE LÓGICA,NA,2019-05-04,2019-05-12,FALSE,1063,65.5,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,8.7,NA,NA,NA,15.9,NA,NA,NA,NA,NA,4,NA,NA,NA
national,NA,pollster-69,HAMALGAMA MÉTRICA,OKDIARIO,2019-05-10,2019-05-11,FALSE,1000,NA,NA,25.5,NA,NA,NA,NA,1.6,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.3,NA,1.3,9,NA,NA,NA,17.9,2.3,0.4,NA,0.5,0.2,5.9,0.9,0.1,NA
national,NA,pollster-58,NC REPORT,LA RAZÓN,2019-05-04,2019-05-08,FALSE,1000,64.4,NA,26.1,NA,NA,NA,NA,1.5,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,1.3,9.9,NA,NA,NA,17.1,2.3,0.4,NA,NA,NA,3.7,1,NA,NA
national,NA,pollster-54,INVYMARK,LA SEXTA,2019-05-05,2019-05-07,FALSE,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,7.9,NA,NA,NA,18.9,NA,NA,NA,NA,NA,4.4,NA,NA,NA
national,NA,pollster-18,SIGMA DOS,EL MUNDO,2019-05-05,2019-05-06,FALSE,1000,NA,NA,25.7,NA,NA,NA,NA,1.9,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,13,NA,NA,NA,15.2,2,NA,NA,NA,NA,2,NA,NA,NA
national,NA,pollster-90,DEMOSCOPIA Y SERVICIOS,ESDIARIO,2019-05-05,2019-05-06,FALSE,1000,NA,NA,25.3,NA,NA,NA,NA,1.6,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,2.3,NA,1.3,10.3,NA,NA,NA,16.9,2.7,0.4,NA,0.4,0.3,5.1,1,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-05-04,2019-05-06,FALSE,1825,NA,NA,26.9,NA,NA,NA,NA,1.6,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.2,NA,1.3,11.4,NA,NA,NA,16.6,2.5,0.4,NA,0.5,0.3,2.1,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-04-24,2019-05-02,FALSE,4320,NA,NA,27.1,NA,NA,NA,NA,1.6,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,4,NA,1.3,12.3,NA,NA,NA,16.9,2.3,0.4,NA,0.5,0.3,1.7,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-04-18,2019-04-24,FALSE,3125,NA,NA,27,NA,NA,NA,NA,1.6,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,4,NA,1.3,12.5,NA,NA,NA,16.9,2.3,0.4,NA,0.5,0.3,1.6,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-04-10,2019-04-17,FALSE,2450,NA,NA,26.6,NA,NA,NA,NA,1.6,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.8,NA,1.3,12.4,NA,NA,NA,17.2,2.4,0.4,NA,0.5,0.3,1.7,0.9,0.1,NA
national,NA,pollster-60,GAD3,NIUS,2019-04-14,2019-04-16,FALSE,1001,63,NA,28.7,NA,NA,NA,NA,1.9,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,4.5,NA,1.1,9.2,NA,NA,NA,14.5,2,0.4,NA,0.4,0.2,2.3,0.8,0.1,NA
national,NA,pollster-54,INVYMARK,LA SEXTA,2019-04-12,2019-04-16,FALSE,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,9.3,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,NA,pollster-53,METROSCOPIA,NA,2019-04-15,2019-04-15,FALSE,NA,NA,NA,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,11.2,NA,NA,NA,17.6,NA,NA,NA,NA,NA,1.7,NA,NA,NA
national,NA,pollster-19,CIS,NA,2019-04-05,2019-04-14,FALSE,3823,62.6,NA,30,NA,NA,NA,NA,1.7,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,4,NA,0.9,10.8,NA,NA,NA,18.8,1.2,0.3,NA,0.2,0,2.3,0.6,0.1,NA
national,NA,pollster-56,SIMPLE LÓGICA,NA,2019-04-05,2019-04-13,FALSE,1053,65.6,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,11.1,NA,NA,NA,17.6,NA,NA,NA,NA,NA,2.6,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-04-02,2019-04-09,FALSE,2300,NA,NA,26.2,NA,NA,NA,NA,1.6,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.9,NA,1.3,12.8,NA,NA,NA,17,2.4,0.4,NA,0.5,0.3,1.7,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-26,2019-04-02,FALSE,2000,NA,NA,26.5,NA,NA,NA,NA,1.6,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,3.7,NA,1.3,13,NA,NA,NA,16.8,2.5,0.4,NA,0.5,0.3,1.7,0.9,0.1,NA
national,NA,pollster-58,NC REPORT,LA RAZÓN,2019-03-26,2019-03-31,FALSE,1000,63.1,NA,26.6,NA,NA,NA,NA,1.5,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,1.3,11.5,NA,NA,NA,17.4,2.2,0.4,NA,2,1,2.5,1,1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-22,2019-03-26,FALSE,2000,NA,NA,26.4,NA,NA,NA,NA,1.6,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,3.2,NA,1.3,13.4,NA,NA,NA,16.6,2.6,0.4,NA,0.5,0.3,1.7,0.9,0.1,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-16,2019-03-20,FALSE,2513,NA,NA,26.2,NA,NA,NA,NA,1.6,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,2.8,NA,1.3,13.7,NA,NA,NA,16.7,2.6,0.4,NA,0.5,0.3,1.7,0.9,0.1,NA
national,NA,pollster-54,INVYMARK,LA SEXTA,2019-03-15,2019-03-19,FALSE,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,9.8,NA,NA,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-15,2019-03-15,FALSE,2400,NA,NA,26.2,NA,NA,NA,NA,1.6,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,2.4,NA,1.4,13.4,NA,NA,NA,16.6,2.5,0.4,NA,0.5,0.3,1.8,1.1,0.1,NA
national,NA,pollster-53,METROSCOPIA,NA,2019-03-15,2019-03-15,FALSE,NA,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,11.8,NA,NA,NA,19.9,NA,NA,NA,NA,NA,1.7,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-12,2019-03-13,FALSE,2576,NA,NA,29.9,NA,NA,NA,NA,1.6,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,2.5,NA,1.4,9.9,NA,NA,NA,18.1,2.5,0.4,NA,0.5,0.3,1.9,1,0.1,NA
national,NA,pollster-19,CIS,NA,2019-03-01,2019-03-11,FALSE,3820,NA,NA,31.3,NA,NA,NA,NA,1.7,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,9.5,NA,1,9.6,NA,NA,NA,15,1.5,0.4,NA,0.2,NA,2,0.8,0.1,NA
national,NA,pollster-56,SIMPLE LÓGICA,NA,2019-03-01,2019-03-09,FALSE,1023,64.6,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,11,NA,NA,NA,18.5,NA,NA,NA,NA,NA,2.7,NA,NA,NA
national,NA,pollster-54,INVYMARK,LA SEXTA,2019-03-01,2019-03-05,FALSE,NA,NA,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,10.3,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-02-28,2019-03-05,FALSE,1406,NA,NA,28.5,NA,NA,NA,NA,1.4,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,4.9,NA,1.3,10.5,NA,NA,NA,18.9,2.4,0.4,NA,0.5,0.3,1.8,0.9,0.1,NA
national,NA,pollster-18,SIGMA DOS,EL MUNDO,2019-03-01,2019-03-03,FALSE,1096,NA,NA,27.2,NA,NA,NA,NA,2.1,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,11.7,NA,NA,NA,17.4,2,NA,NA,NA,NA,0.9,NA,NA,NA
national,NA,pollster-83,KEYDATA,PÚBLICO,2019-03-01,2019-03-01,FALSE,NA,68.5,NA,27.8,NA,NA,NA,NA,1.5,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5.7,NA,1.2,11.1,NA,NA,NA,17.7,2.2,2,NA,0.5,1,1.6,1,1,NA
national,NA,pollster-58,NC REPORT,LA RAZÓN,2019-02-24,2019-02-28,FALSE,1000,63.3,NA,27.4,NA,NA,NA,NA,1.5,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,1.3,10.9,NA,NA,NA,18,2.2,0.4,NA,NA,NA,2.5,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-02-20,2019-02-27,FALSE,1406,NA,NA,29,NA,NA,NA,NA,1.3,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,5,NA,1.4,10.5,NA,NA,NA,19,2.5,0.4,NA,0.5,0.3,1.7,0.8,0.1,NA
national,NA,pollster-60,GAD3,NIUS,2019-02-22,2019-02-25,FALSE,1000,62,NA,28.6,NA,NA,NA,NA,1.7,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,5.9,NA,1.2,10.1,NA,NA,NA,17.1,2.2,0.4,NA,0.4,0.2,1.5,1.1,0.1,NA
national,NA,pollster-25,DYM,HENNEO,2019-02-19,2019-02-23,FALSE,1002,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,12.5,NA,NA,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,NA,pollster-43,CELESTE-TEL,ONDA CERO,2019-02-17,2019-02-23,FALSE,1100,64.4,NA,28.3,NA,NA,NA,NA,1.6,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,4.6,NA,1.2,10.1,NA,NA,NA,18.2,2.1,0.4,NA,0.5,0.3,2.6,1.1,0.1,NA
national,NA,pollster-69,HAMALGAMA MÉTRICA,OKDIARIO,2019-02-19,2019-02-22,FALSE,1000,NA,NA,28.7,NA,NA,NA,NA,6,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,5,9.9,NA,NA,NA,19.1,NA,0.4,NA,NA,NA,2.4,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-02-17,2019-02-20,FALSE,1406,NA,NA,29.4,NA,NA,NA,NA,1.3,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,5.6,NA,1.4,10,NA,NA,NA,18.4,2.4,0.4,NA,0.5,0.3,1.7,0.8,0.1,NA
national,NA,pollster-18,SIGMA DOS,EL MUNDO,2019-02-15,2019-02-17,FALSE,1145,NA,NA,27.6,NA,NA,NA,NA,2,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,11.9,NA,NA,NA,15.6,2.2,NA,NA,NA,NA,0.9,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-02-14,2019-02-16,FALSE,1240,NA,NA,29,NA,NA,NA,NA,1.3,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,5.6,NA,1.4,10.2,NA,NA,NA,17.9,2.4,0.4,NA,0.5,0.3,1.7,0.8,0.1,NA
national,NA,pollster-53,METROSCOPIA,NA,2019-02-15,2019-02-15,FALSE,NA,NA,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,11.3,NA,NA,NA,19.1,NA,NA,NA,NA,NA,1.9,NA,NA,NA
national,NA,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-02-06,2019-02-12,FALSE,2530,NA,NA,27.3,NA,NA,NA,NA,1.5,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,7.5,NA,1.4,10.7,NA,NA,NA,15.8,2.4,0.4,NA,0.5,0.3,1.7,0.8,0.1,NA
national,NA,pollster-19,CIS,NA,2019-02-03,2019-02-11,FALSE,3869,64.7,NA,28.1,NA,NA,NA,NA,1.2,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,9,NA,0.7,11.3,NA,NA,NA,16.3,1.3,0.3,NA,0.2,0.2,2.6,1.1,0.3,NA
